"","ETHANE(SITE-LP_LakePark) PPBC","ETHYLENE(SITE-LP_LakePark) PPBC","PROPANE(SITE-LP_LakePark) PPBC","PROPYLENE(SITE-LP_LakePark) PPBC","ISO-BUTANE(SITE-LP_LakePark) PPBC","N-BUTANE(SITE-LP_LakePark) PPBC","ACETYLENE(SITE-LP_LakePark) PPBC","TRANS-2-BUTENE(SITE-LP_LakePark) PPBC","1-BUTENE(SITE-LP_LakePark) PPBC","CIS-2-BUTENE(SITE-LP_LakePark) PPBC","CYCLOPENTANE(SITE-LP_LakePark) PPBC","ISO-PENTANE(SITE-LP_LakePark) PPBC","N-PENTANE(SITE-LP_LakePark) PPBC","1,3-BUTADIENE(SITE-LP_LakePark) PPBC","TRANS-2-PENTENE(SITE-LP_LakePark) PPBC","1-PENTENE(SITE-LP_LakePark) PPBC","CIS-2-PENTENE(SITE-LP_LakePark) PPBC","2,2-DIMETHYLBUTANE(SITE-LP_LakePark) PPBC","2,3-DIMETHYLBUTANE(SITE-LP_LakePark) PPBC","2-METHYLPENTANE(SITE-LP_LakePark) PPBC","3-METHYLPENTANE(SITE-LP_LakePark) PPBC","ISOPRENE(SITE-LP_LakePark) PPBC","2-METHYL-1-PENTENE(SITE-LP_LakePark) PPBC","1-HEXENE(SITE-LP_LakePark) PPBC","N-HEXANE(SITE-LP_LakePark) PPBC","METHYLCYCLOPENTANE(SITE-LP_LakePark) PPBC","2,4-DIMETHYLPENTANE(SITE-LP_LakePark) PPBC","BENZENE(SITE-LP_LakePark) PPBC","CYCLOHEXANE(SITE-LP_LakePark) PPBC","2-METHYLHEXANE(SITE-LP_LakePark) PPBC","2,3-DIMETHYLPENTANE(SITE-LP_LakePark) PPBC","3-METHYLHEXANE(SITE-LP_LakePark) PPBC","2,2,4-TRIMETHYLPENTANE(SITE-LP_LakePark) PPBC","N-HEPTANE(SITE-LP_LakePark) PPBC","METHYLCYCLOHEXANE(SITE-LP_LakePark) PPBC","2,3,4-TRIMETHYLPENTANE(SITE-LP_LakePark) PPBC","TOLUENE(SITE-LP_LakePark) PPBC","2-METHYLHEPTANE(SITE-LP_LakePark) PPBC","3-METHYLHEPTANE(SITE-LP_LakePark) PPBC","N-OCTANE(SITE-LP_LakePark) PPBC","ETHYLBENZENE(SITE-LP_LakePark) PPBC","M&P-XYLENE(SITE-LP_LakePark) PPBC","STYRENE(SITE-LP_LakePark) PPBC","O-XYLENE(SITE-LP_LakePark) PPBC","N-NONANE(SITE-LP_LakePark) PPBC","ISO-PROPYLBENZENE(SITE-LP_LakePark) PPBC","ALPHA-PINENE(SITE-LP_LakePark) PPBC","N-PROPYLBENZENE(SITE-LP_LakePark) PPBC","M-ETHYLTOLUENE(SITE-LP_LakePark) PPBC","P-ETHYLTOLUENE(SITE-LP_LakePark) PPBC","1,3,5-TRI-M-BENZENE(SITE-LP_LakePark) PPBC","O-ETHYLTOLUENE(SITE-LP_LakePark) PPBC","BETA-PINENE(SITE-LP_LakePark) PPBC","1,2,4-TRI-M-BENZENE(SITE-LP_LakePark) PPBC","N-DECANE(SITE-LP_LakePark) PPBC","1,2,3-TRI-M-BENZENE(SITE-LP_LakePark) PPBC","M-DIETHYLBENZENE(SITE-LP_LakePark) PPBC","P-DIETHYLBENZENE(SITE-LP_LakePark) PPBC","N-UNDECANE(SITE-LP_LakePark) PPBC","N-DODECANE(SITE-LP_LakePark) PPBC","TNMHC(SITE-LP_LakePark) PPBC","TNMTC(SITE-LP_LakePark) PPBC"
"","Ethane","Ethylene","Propane","Propylene","Iso-butane","N-butane","Acetylene","Trans-2-butene","1-butene","Cis-2-butene","Cyclopentane","Iso-pentane","N-pentane","1,3-butadiene","Trans-2-pentene","1-pentene","Cis-2-pentene","2,2-dimethylbutane","2,3-dimethylbutane","2-methylpentane","3-methylpentane","Isoprene","2-methyl-1-pentene","1-hexene","N-hexane","Methylcyclopentane","2,4-dimethylpentane","Benzene","Cyclohexane","2-methylhexane","2,3-dimethylpentane","3-methylhexane","2,2,4-trimethylpentane","N-heptane","Methylcyclohexane","2,3,4-trimethylpentane","Toluene","2-methylheptane","3-methylheptane","N-octane","Ethylbenzene","M&p-xylene","Styrene","O-xylene","N-nonane","Iso-propylbenzene","Alpha-pinene","N-propylbenzene","M-ethyltoluene","P-ethyltoluene","1,3,5-tri-m-benzene","O-ethyltoluene","Beta-pinene","1,2,4-tri-m-benzene","N-decane","1,2,3-tri-m-benzene","M-diethylbenzene","P-diethylbenzene","N-undecane","N-dodecane","TNMHC","TNMTC"
"DATE/TIME","43202","43203","43204","43205","43214","43212","43206","43216","43280","43217","43242","43221","43220","43218","43226","43224","43227","43244","43284","43285","43230","43243","43246","43245","43231","43262","43247","45201","43248","43263","43291","43249","43250","43232","43261","43252","45202","43960","43253","43233","45203","45109","45220","45204","43235","45210","43256","45209","45212","45213","45207","45211","43257","45208","43238","45225","45218","45219","43954","43141","43102","43000"
"08/01/2025 0:00","11.2059","2.5426","10.5716","1.0332","3.7603","5.8912","1.0311","0.1414","0.2698","0.1484","0.5263","10.2991","5.994","0.1179","0.4197","0.3562","0.2247","0.4224","1.308","3.9967","2.3422","0.3432","0.1868","0.167","3.8422","1.845","1.4379","2.2406","0.8968","2.0042","2.1117","2.7133","4.9868","2.1915","1.051","1.0671","10.577","0.8711","0.7615","0.7337","1.2359","5.2412","0.3154","1.7719","0.4755","0.1193","0.4876","0.295","1.0843","0.4712","0.6099","0.2858","0.2727","1.47","0.5672","0.2427","0.131","0.1822","0.5205","0.5031","144.6953","118.9135"
"08/01/2025 1:00","9.5269","1.9895","7.9864","0.8161","2.9441","6.1045","0.489","0.1212","0.2086","0.1241","0.5593","15.1189","6.1058","0.0843","0.8145","0.6172","0.4576","0.3777","2.9363","5.5459","3.3397","0.2612","0.3519","0.2317","4.852","2.2181","3.4799","2.9168","1.0701","3.0344","5.1962","3.9815","9.422","3.3258","1.4124","3.2965","17.7628","1.5298","1.4534","1.4239","2.4141","9.57","0.351","3.2688","0.6354","0.2935","0.3234","0.4326","1.4636","0.6764","0.8074","0.7042","0.4292","2.2769","0.6579","0.5553","0.1554","0.2449","0.4657","0.4961","200.1367","159.7098"
"08/01/2025 4:00","19.0462","3.3523","14.1556","1.301","4.4146","8.6454","0.8091","0.4189","0.3111","0.1604","0.6819","14.2195","9.4616","0.1647","0.5323","0.4844","0.3129","0.4997","1.7963","5.2624","3.1367","0.3579","0.1738","0.1872","5.4753","2.4207","1.9681","2.8346","1.2172","2.4126","2.9972","3.4188","5.7146","2.8881","1.4181","1.4823","14.3825","1.2024","1.0688","1.0669","1.8152","7.385","0.4423","2.4302","0.6683","0.1193","0.429","0.3769","1.3757","0.5957","0.8074","0.4296","0.3818","2.0465","0.563","0.4661","0.0745","0.1833","0.7666","0.5052","199.3047","163.7157"
"08/01/2025 5:00","18.9495","5.0136","15.5999","2.2154","4.7213","9.2579","0.947","0.2513","0.47","0.2173","0.7508","15.1921","9.4463","0.3131","0.6914","0.5446","0.3851","0.543","1.9481","5.8512","3.471","0.4595","0.2233","0.2315","5.9293","2.6768","2.144","3.5574","1.3546","2.7235","3.3162","3.6672","6.1748","2.876","1.5812","1.5094","15.917","1.2451","1.1079","1.1391","2.0174","8.224","0.3517","2.5882","0.6866","0.1336","0.5309","0.3907","1.5496","0.6721","0.9063","0.5109","0.5143","2.3727","0.9","0.5453","0.127","0.186","0.6957","0.0784","220.96","178.5951"
"08/01/2025 6:00","19.7477","8.3682","16.0146","3.4972","5.6613","10.4836","2.04","0.5368","0.7291","0.3222","0.8854","17.6797","10.8192","0.5436","0.9151","0.6568","0.4987","0.7269","2.3871","7.2783","4.3649","1.3008","0.2925","0.2894","7.4882","3.3776","2.6195","4.89","1.8012","3.5566","4.038","4.4678","7.6473","3.917","2.0011","1.8373","19.526","1.5795","1.4519","1.4133","2.5432","10.1089","0.5929","3.3627","0.79","0.1463","0.618","0.4717","1.9907","0.8664","1.1164","0.6685","0.4309","2.8135","0.9393","0.608","0.1958","0.1962","0.8167","0.6003","267.129","217.528"
"08/01/2025 7:00","12.2991","4.9227","8.6543","1.9456","3.5337","7.5116","0.8064","0.1989","0.4073","0.2197","0.612","14.3164","9.4541","0.3226","0.5013","0.4253","0.2775","0.4758","1.3991","4.5605","2.671","2.2311","0.1878","0.1967","4.0575","1.8777","1.3041","2.646","0.9707","1.9919","2.0888","2.6759","3.7687","2.1325","1.1119","0.9571","10.3381","0.866","0.7885","0.7203","1.3924","5.1603","0.3334","1.7628","0.4629","0.106","0.5506","0.23","1.1298","0.4674","0.5969","0.3357","0.3791","1.6171","0.5931","0.3154","0.1298","0.1775","0.5315","0.42","164.46","133.1179"
"08/01/2025 8:00","5.78","1.7182","3.3966","0.7763","1.2977","3.1587","0.3195","0.114","0.1476","0.0414","0.2169","5.095","2.4853","0.0905","0.0734","0.176","0.0435","0.14","0.5922","1.536","0.8497","1.4051","0.0484","0.0546","1.0503","0.6721","0.5651","0.9437","0.2599","0.6734","0.65","0.8392","1.4598","0.7683","0.3368","0.4326","3.6439","0.3521","0.3166","0.2606","0.5037","1.7282","0.0922","0.6067","0.175","0.0278","0.358","0.0616","0.3716","0.1686","0.2298","0.1839","0.2005","0.4801","0.241","0.1149","0.0408","0.145","0.2404","0.2289","59.6524","48.9797"
"08/01/2025 9:00","3.4956","1.4086","2.3731","0.5589","0.8942","2.4822","0.2812","0.0256","0.1251","0.0431","0.1484","3.771","1.6803","0.0445","0.0301","0.1051","0","0.1167","0.455","1.1593","0.6683","0.9615","0","0.0458","1.0488","0.4226","0.3952","0.8004","0.2194","0.5167","0.492","0.6105","1.2119","0.5322","0.2756","0.3162","2.9108","0.282","0.1408","0.1703","0.2754","1.0187","0","0.4022","0.0818","0","0.344","0.0529","0.2115","0.0839","0.0731","0.1176","0.1932","0.2236","0.1351","0.0947","0","0.1355","0.1544","0.1064","44.0677","34.923"
